"","quest","STATE","answer","n","region"
"1037","What do you call food that you buy at a restaurant but then eat at home?","OR","take-out",431,"oregon"
"1038","What do you call food that you buy at a restaurant but then eat at home?","PA","take-out",2010,"pennsylvania"
"1039","What do you call food that you buy at a restaurant but then eat at home?","RI","take-out",163,"rhode island"
"1040","What do you call food that you buy at a restaurant but then eat at home?","SC","take-out",197,"south carolina"
"1041","What do you call food that you buy at a restaurant but then eat at home?","SD","either take-out or carry-out",131,"south dakota"
"1042","What do you call food that you buy at a restaurant but then eat at home?","TN","take-out",354,"tennessee"
"1043","What do you call food that you buy at a restaurant but then eat at home?","TX","take-out",1580,"texas"
"1044","What do you call food that you buy at a restaurant but then eat at home?","UT","take-out",227,"utah"
"1045","What do you call food that you buy at a restaurant but then eat at home?","VA","take-out",749,"virginia"
"1046","What do you call food that you buy at a restaurant but then eat at home?","VT","take-out",129,"vermont"
"1047","What do you call food that you buy at a restaurant but then eat at home?","WA","take-out",1449,"washington"
"1048","What do you call food that you buy at a restaurant but then eat at home?","WI","take-out",810,"wisconsin"
"1049","What do you call food that you buy at a restaurant but then eat at home?","WV","take-out",124,"west virginia"
"1050","What do you call food that you buy at a restaurant but then eat at home?","WY","take-out",63,"wyoming"
"1051","What do you call it when a driver changes over one or more lanes way too quickly?","AK","other ",84,"alaska"
"1052","What do you call it when a driver changes over one or more lanes way too quickly?","AL","other ",322,"alabama"
"1053","What do you call it when a driver changes over one or more lanes way too quickly?","AR","other ",174,"arkansas"
"1054","What do you call it when a driver changes over one or more lanes way too quickly?","AZ","other ",307,"arizona"
"1055","What do you call it when a driver changes over one or more lanes way too quickly?","CA","other ",3004,"california"
"1056","What do you call it when a driver changes over one or more lanes way too quickly?","CO","other ",488,"colorado"
"1057","What do you call it when a driver changes over one or more lanes way too quickly?","CT","other ",832,"connecticut"
"1058","What do you call it when a driver changes over one or more lanes way too quickly?","DE","other ",79,"delaware"
"1059","What do you call it when a driver changes over one or more lanes way too quickly?","FL","other ",978,"florida"
"1060","What do you call it when a driver changes over one or more lanes way too quickly?","GA","other ",532,"georgia"
"1061","What do you call it when a driver changes over one or more lanes way too quickly?","HI","other ",87,"hawaii"
"1062","What do you call it when a driver changes over one or more lanes way too quickly?","IA","other ",787,"iowa"
"1063","What do you call it when a driver changes over one or more lanes way too quickly?","ID","other ",192,"idaho"
"1064","What do you call it when a driver changes over one or more lanes way too quickly?","IL","other ",2107,"illinois"
"1065","What do you call it when a driver changes over one or more lanes way too quickly?","IN","other ",1116,"indiana"
"1066","What do you call it when a driver changes over one or more lanes way too quickly?","KS","other ",1103,"kansas"
"1067","What do you call it when a driver changes over one or more lanes way too quickly?","KY","other ",398,"kentucky"
"1068","What do you call it when a driver changes over one or more lanes way too quickly?","LA","other ",393,"louisiana"
"1069","What do you call it when a driver changes over one or more lanes way too quickly?","MA","other ",1336,"massachusetts"
"1070","What do you call it when a driver changes over one or more lanes way too quickly?","MD","other ",627,"maryland"
"1071","What do you call it when a driver changes over one or more lanes way too quickly?","ME","other ",156,"maine"
"1072","What do you call it when a driver changes over one or more lanes way too quickly?","MI","other ",1563,"michigan"
"1073","What do you call it when a driver changes over one or more lanes way too quickly?","MN","other ",1051,"minnesota"
"1074","What do you call it when a driver changes over one or more lanes way too quickly?","MO","other ",1596,"missouri"
"1075","What do you call it when a driver changes over one or more lanes way too quickly?","MS","other ",171,"mississippi"
"1076","What do you call it when a driver changes over one or more lanes way too quickly?","MT","other ",296,"montana"
"1077","What do you call it when a driver changes over one or more lanes way too quickly?","NC","other ",522,"north carolina"
